order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin,profit_binary,revenue,revenue_per_unit,profit_per_unit,discount_amount,sales_without_discount
US-2020-105417,2019-01-07,2019-01-12,Vivek Sundaresam,Howard Miller,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Consumer,Furniture,Furnishings,Central,77340,Huntsville,Texas,United States,0.6,-53.7096,3,76.728,-0.7,0,130.4376,43.4792,-17.903200000000002,46.03679999999999,191.81999999999996
US-2020-105417,2019-01-07,2019-01-12,Vivek Sundaresam,Acco,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Consumer,Office Supplies,Binders,Central,77340,Huntsville,Texas,United States,0.8,-18.2525,7,10.43,-1.75,0,28.6825,4.0975,-2.6075000000000004,8.344,52.15000000000001
US-2020-135405,2019-01-09,2019-01-13,Melanie Seite,Newell,Newell 312,Consumer,Office Supplies,Art,Central,78041,Laredo,Texas,United States,0.2,1.168,2,9.344,0.125,1,8.176,4.088,0.584,1.8688,11.679999999999998
US-2020-135405,2019-01-09,2019-01-13,Melanie Seite,Memorex,Memorex Micro Travel Drive 8 GB,Consumer,Technology,Accessories,Central,78041,Laredo,Texas,United States,0.2,9.75,3,31.2,0.3125,1,21.45,7.1499999999999995,3.25,6.24,39.0
US-2020-149020,2019-01-10,2019-01-15,Anthony Jacobs,Howard Miller,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,Furniture,Furnishings,South,22153,Springfield,Virginia,United States,0.0,21.2954,1,51.94,0.41,1,30.644599999999997,30.644599999999997,21.2954,0.0,51.94
US-2020-149020,2019-01-10,2019-01-15,Anthony Jacobs,Avery,Avery 482,Corporate,Office Supplies,Labels,South,22153,Springfield,Virginia,United States,0.0,1.3583,1,2.89,0.47,1,1.5317,1.5317,1.3583,0.0,2.89
US-2020-130092,2019-01-11,2019-01-14,Seth Vernon,DAX,"DAX Value U-Channel Document Frames, Easel Back",Consumer,Furniture,Furnishings,East,19901,Dover,Delaware,United States,0.0,3.0814,2,9.94,0.31,1,6.858599999999999,3.4292999999999996,1.5407,0.0,9.94
US-2020-109232,2019-01-13,2019-01-16,Natalie DeCherney,Global,Global Highback Leather Tilter in Burgundy,Consumer,Furniture,Chairs,South,29464,Mount Pleasant,South Carolina,United States,0.0,87.3504,6,545.94,0.16,1,458.5896000000001,76.43160000000002,14.558399999999999,0.0,545.94
US-2020-118192,2019-01-13,2019-01-18,Michael Moore,Avery,Avery Metallic Poly Binders,Consumer,Office Supplies,Binders,East,43055,Newark,Ohio,United States,0.7,-2.5212,2,3.438,-0.733333333,0,5.9592,2.9796,-1.2606,2.4066,11.459999999999999
US-2020-118192,2019-01-13,2019-01-18,Michael Moore,Xerox,Xerox 1923,Consumer,Office Supplies,Paper,East,43055,Newark,Ohio,United States,0.2,13.0928,7,37.408,0.35,1,24.3152,3.4736000000000002,1.8704,7.4816,46.76
US-2020-157147,2019-01-13,2019-01-18,Brian Dahlen,O'Sullivan,"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,Furniture,Bookcases,West,94109,San Francisco,California,United States,0.15,3.9294,3,333.999,0.011764706,1,330.06960000000004,110.02320000000002,1.3097999999999999,50.09985,392.94000000000005
US-2020-157147,2019-01-13,2019-01-18,Brian Dahlen,Other,4009 Highlighters by Sanford,Consumer,Office Supplies,Art,West,94109,San Francisco,California,United States,0.0,6.567,5,19.9,0.33,1,13.332999999999998,2.6666,1.3134000000000001,0.0,19.9
US-2020-157147,2019-01-13,2019-01-18,Brian Dahlen,Tennsco,Tennsco 6- and 18-Compartment Lockers,Consumer,Office Supplies,Storage,West,94109,San Francisco,California,United States,0.0,238.653,5,1325.85,0.18,1,1087.197,217.43939999999998,47.730599999999995,0.0,1325.85
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,3-ring staple pack,3-ring staple pack,Corporate,Office Supplies,Binders,South,71111,Bossier City,Louisiana,United States,0.0,2.7072,3,5.64,0.48,1,2.9328,0.9775999999999999,0.9024,0.0,5.64
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Other,Brown Kraft Recycled Envelopes,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0.0,25.47,3,50.94,0.5,1,25.47,8.49,8.49,0.0,50.94
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Staple envelope,Staple envelope,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0.0,5.3392,2,11.36,0.47,1,6.0207999999999995,3.0103999999999997,2.6696,0.0,11.36
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Fellowes,Fellowes Stor/Drawer Steel Plus Storage Drawers,Corporate,Office Supplies,Storage,South,71111,Bossier City,Louisiana,United States,0.0,34.3548,6,572.58,0.06,1,538.2252000000001,89.70420000000001,5.7258,0.0,572.58
US-2020-162775,2019-01-13,2019-01-15,Chris Selesnick,Plantronics,Plantronics S12 Corded Telephone Headset System,Corporate,Technology,Accessories,South,71111,Bossier City,Louisiana,United States,0.0,258.696,6,646.74,0.4,1,388.044,64.67399999999999,43.11600000000001,0.0,646.74
US-2020-149524,2019-01-14,2019-01-15,Brendan Sweed,Sauder,Sauder Cornerstone Collection Library,Corporate,Furniture,Bookcases,East,19140,Philadelphia,Pennsylvania,United States,0.5,-53.2856,4,61.96,-0.86,0,115.2456,28.8114,-13.3214,30.98,123.92
US-2020-103366,2019-01-15,2019-01-17,Erica Hackney,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,South,30076,Roswell,Georgia,United States,0.0,65.978,5,149.95,0.44,1,83.972,16.7944,13.195599999999999,0.0,149.95
US-2020-115791,2019-01-16,2019-01-18,Delfina Latchford,DAX,DAX Black Cherry Wood-Tone Poster Frame,Consumer,Furniture,Furnishings,East,19134,Philadelphia,Pennsylvania,United States,0.2,28.5984,6,127.104,0.225,1,98.5056,16.4176,4.7664,25.4208,158.88
US-2020-115791,2019-01-16,2019-01-18,Delfina Latchford,GBC,GBC Linen Binding Covers,Consumer,Office Supplies,Binders,East,19134,Philadelphia,Pennsylvania,United States,0.7,-13.6312,2,18.588,-0.733333333,0,32.2192,16.1096,-6.8156,13.0116,61.959999999999994
US-2020-115791,2019-01-16,2019-01-18,Delfina Latchford,Other,Round Specialty Laser Printer Labels,Consumer,Office Supplies,Labels,East,19134,Philadelphia,Pennsylvania,United States,0.2,10.1493,3,30.072,0.3375,1,19.9227,6.640899999999999,3.3831,6.0144,37.589999999999996
US-2020-115791,2019-01-16,2019-01-18,Delfina Latchford,AT&T,AT&T 841000 Phone,Consumer,Technology,Phones,East,19134,Philadelphia,Pennsylvania,United States,0.4,-31.05,3,124.2,-0.25,0,155.25,51.75,-10.35,49.68000000000001,207.0
US-2020-123477,2019-01-18,2019-01-21,David Wiener,Fellowes,Fellowes Mighty 8 Compact Surge Protector,Corporate,Office Supplies,Appliances,West,97477,Springfield,Oregon,United States,0.2,6.4864,4,64.864,0.1,1,58.3776,14.5944,1.6216,12.972800000000001,81.08
US-2020-146591,2019-01-19,2019-01-20,Toby Swindell,O'Sullivan,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Consumer,Furniture,Bookcases,West,85254,Scottsdale,Arizona,United States,0.7,-320.597,5,181.47,-1.766666667,0,502.067,100.4134,-64.1194,127.029,604.8999999999999
US-2020-146591,2019-01-19,2019-01-20,Toby Swindell,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,Office Supplies,Binders,West,85254,Scottsdale,Arizona,United States,0.7,-23.716,10,32.34,-0.733333333,0,56.056000000000004,5.605600000000001,-2.3716,22.638,107.8
US-2020-146591,2019-01-19,2019-01-20,Toby Swindell,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Office Supplies,Envelopes,West,85254,Scottsdale,Arizona,United States,0.2,36.693,5,108.72,0.3375,1,72.027,14.4054,7.3386,21.744,135.89999999999998
US-2020-146591,2019-01-19,2019-01-20,Toby Swindell,TOPS,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,Office Supplies,Paper,West,85254,Scottsdale,Arizona,United States,0.2,19.6224,4,56.064,0.35,1,36.4416,9.1104,4.9056,11.212800000000001,70.08
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Hon,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Consumer,Furniture,Chairs,South,72401,Jonesboro,Arkansas,United States,0.0,224.2674,3,1067.94,0.21,1,843.6726000000001,281.22420000000005,74.75580000000001,0.0,1067.94
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,South,72401,Jonesboro,Arkansas,United States,0.0,11.58,4,38.6,0.3,1,27.020000000000003,6.755000000000001,2.895,0.0,38.6
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Newell,Newell 351,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0.0,6.6584,7,22.96,0.29,1,16.3016,2.3288,0.9512,0.0,22.96
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Newell,Newell 327,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0.0,1.7901,3,6.63,0.27,1,4.8399,1.6133,0.5967,0.0,6.63
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,South,72401,Jonesboro,Arkansas,United States,0.0,10.9698,3,23.34,0.47,1,12.3702,4.1234,3.6565999999999996,0.0,23.34
US-2020-147627,2019-01-20,2019-01-26,Hunter Lopez,Apple,Apple iPhone 5C,Consumer,Technology,Phones,South,72401,Jonesboro,Arkansas,United States,0.0,181.9818,7,699.93,0.26,1,517.9481999999999,73.9926,25.9974,0.0,699.93
US-2020-147774,2019-01-20,2019-01-26,Muhammed MacIntyre,GBC,GBC DocuBind TL200 Manual Binding Machine,Corporate,Office Supplies,Binders,South,37167,Smyrna,Tennessee,United States,0.7,-51.5154,1,67.194,-0.766666667,0,118.7094,118.7094,-51.5154,47.0358,223.98
US-2020-148614,2019-01-20,2019-01-25,Mark Van Huff,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,West,90049,Los Angeles,California,United States,0.0,5.79,2,19.3,0.3,1,13.510000000000002,6.755000000000001,2.895,0.0,19.3
US-2020-148614,2019-01-20,2019-01-25,Mark Van Huff,Wirebound,"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0.0,9.2928,2,19.36,0.48,1,10.0672,5.0336,4.6464,0.0,19.36
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Ultra,Ultra Door Push Plate,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0.0,4.8609,3,14.73,0.33,1,9.8691,3.2897,1.6203,0.0,14.73
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Eldon,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0.0,30.0234,3,272.94,0.11,1,242.9166,80.9722,10.0078,0.0,272.94
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Consumer,Office Supplies,Appliances,Central,48185,Westland,Michigan,United States,0.1,93.5816,4,247.716,0.377777778,1,154.13440000000003,38.53360000000001,23.3954,24.771600000000003,275.24
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Panasonic,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,Office Supplies,Art,Central,48185,Westland,Michigan,United States,0.0,12.7368,3,43.92,0.29,1,31.1832,10.3944,4.2456000000000005,0.0,43.92
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0.0,8.9535,5,19.05,0.47,1,10.0965,2.0193000000000003,1.7907,0.0,19.05
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Storex,Storex Dura Pro Binders,Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0.0,13.365,5,29.7,0.45,1,16.335,3.2670000000000003,2.673,0.0,29.7
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Eldon,Eldon Fold 'N Roll Cart System,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0.0,4.0542,1,13.98,0.29,1,9.9258,9.9258,4.0542,0.0,13.98
US-2020-167927,2019-01-20,2019-01-26,Xylona Preis,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0.0,15.9792,2,66.58,0.24,1,50.6008,25.3004,7.9896,0.0,66.58
US-2020-110422,2019-01-21,2019-01-23,Tom Boeckenhauer,Ultra,Ultra Door Pull Handle,Consumer,Furniture,Furnishings,South,33180,Miami,Florida,United States,0.2,4.1028,3,25.248,0.1625,1,21.145200000000003,7.048400000000001,1.3676000000000001,5.049600000000001,31.56
US-2020-102645,2019-01-23,2019-01-28,Ionia McGrath,Xerox,Xerox 195,Consumer,Office Supplies,Paper,West,89115,Las Vegas,Nevada,United States,0.0,19.2384,6,40.08,0.48,1,20.8416,3.4736,3.2064,0.0,40.08
US-2020-146997,2019-01-23,2019-01-27,Speros Goranitis,Alliance,"Alliance Big Bands Rubber Bands, 12/Pack",Consumer,Office Supplies,Fasteners,Central,47905,Lafayette,Indiana,United States,0.0,0.0,3,5.94,0.0,0,5.94,1.9800000000000002,0.0,0.0,5.94
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Eldon,Eldon Image Series Black Desk Accessories,Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0.0,4.4712,3,12.42,0.36,1,7.9488,2.6496,1.4904,0.0,12.42
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,GE,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0.0,30.7818,3,62.82,0.49,1,32.0382,10.679400000000001,10.2606,0.0,62.82
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,REDIFORM,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0.0,8.34,2,16.68,0.5,1,8.34,4.17,4.17,0.0,16.68
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Eureka,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0.0,9.3312,3,19.44,0.48,1,10.1088,3.3696,3.1104000000000003,0.0,19.44
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,SAFCO,"SAFCO Commercial Wire Shelving, 72h",Home Office,Office Supplies,Storage,South,22304,Alexandria,Virginia,United States,0.0,0.0,8,489.92,0.0,0,489.92,61.24,0.0,0.0,489.92
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Jabra,Jabra SPEAK 410,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0.0,52.6344,2,187.98,0.28,1,135.3456,67.6728,26.3172,0.0,187.98
US-2020-155502,2019-01-26,2019-01-31,Shirley Daniels,Other,Macally Suction Cup Mount,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0.0,0.0,13,155.35,0.0,0,155.35,11.95,0.0,0.0,155.35
US-2020-167997,2019-01-26,2019-01-29,Carol Adams,SAFCO,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Corporate,Furniture,Bookcases,Central,57701,Rapid City,South Dakota,United States,0.0,39.7488,2,141.96,0.28,1,102.2112,51.1056,19.8744,0.0,141.96
US-2020-167997,2019-01-26,2019-01-29,Carol Adams,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Corporate,Office Supplies,Binders,Central,57701,Rapid City,South Dakota,United States,0.0,5.0196,2,10.68,0.47,1,5.6604,2.8302,2.5098,0.0,10.68
US-2020-117163,2019-01-27,2019-02-02,Ed Jacobs,Balt,Balt Split Level Computer Training Table,Consumer,Furniture,Tables,West,92037,San Diego,California,United States,0.2,-16.65,3,333.0,-0.05,0,349.65,116.55,-5.55,66.60000000000001,416.25
US-2020-117163,2019-01-27,2019-02-02,Ed Jacobs,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,Office Supplies,Art,West,92037,San Diego,California,United States,0.0,12.0252,4,36.44,0.33,1,24.4148,6.1037,3.0063,0.0,36.44
US-2020-117163,2019-01-27,2019-02-02,Ed Jacobs,Other,Recycled Steel Personal File for Hanging File Folders,Consumer,Office Supplies,Storage,West,92037,San Diego,California,United States,0.0,14.3075,1,57.23,0.25,1,42.9225,42.9225,14.3075,0.0,57.23
US-2020-100328,2019-01-28,2019-02-03,Jasper Cacioppo,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,Office Supplies,Binders,East,10024,New York City,New York,United States,0.2,1.3257,1,3.928,0.3375,1,2.6022999999999996,2.6022999999999996,1.3257,0.7856000000000001,4.909999999999999
US-2020-134103,2019-01-30,2019-02-04,Mike Vittorini,Xerox,Xerox 1972,Consumer,Office Supplies,Paper,Central,48234,Detroit,Michigan,United States,0.0,4.752,2,10.56,0.45,1,5.808000000000001,2.9040000000000004,2.376,0.0,10.56
US-2020-134103,2019-01-30,2019-02-04,Mike Vittorini,Space Solutions,Space Solutions HD Industrial Steel Shelving.,Consumer,Office Supplies,Storage,Central,48234,Detroit,Michigan,United States,0.0,6.8982,2,229.94,0.03,1,223.0418,111.5209,3.4491,0.0,229.94
US-2020-115161,2019-01-31,2019-02-02,Liz Carlisle,Sauder,"Sauder Facets Collection Library, Sky Alder Finish",Consumer,Furniture,Bookcases,West,92691,Mission Viejo,California,United States,0.15,3.4196,2,290.666,0.011764706,1,287.2464,143.6232,1.7098,43.5999,341.96
US-2020-140795,2019-02-01,2019-02-03,Bradley Drucker,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,Central,54302,Green Bay,Wisconsin,United States,0.0,206.316,6,468.9,0.44,1,262.58399999999995,43.76399999999999,34.386,0.0,468.9
US-2020-123400,2019-02-02,2019-02-09,Eric Barreto,Other,Surelock Post Binders,Consumer,Office Supplies,Binders,South,33710,Saint Petersburg,Florida,United States,0.7,-12.224,2,18.336,-0.666666667,0,30.56,15.28,-6.112,12.835199999999999,61.11999999999998
US-2020-123400,2019-02-02,2019-02-09,Eric Barreto,AT&T,AT&T 17929 Lendline Telephone,Consumer,Technology,Phones,South,33710,Saint Petersburg,Florida,United States,0.2,13.572,5,180.96,0.075,1,167.388,33.4776,2.7144,36.192,226.2
US-2020-139857,2019-02-02,2019-02-06,Cynthia Delaney,Other,Staples,Home Office,Office Supplies,Fasteners,West,92037,San Diego,California,United States,0.0,5.8045,5,12.35,0.47,1,6.5455,1.3091,1.1609,0.0,12.35
US-2020-111059,2019-02-03,2019-02-06,Tom Boeckenhauer,Avery,Avery Durable Poly Binders,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,4.3134,3,13.272,0.325,1,8.9586,2.9862,1.4378,2.6544000000000003,16.59
US-2020-111059,2019-02-03,2019-02-06,Tom Boeckenhauer,Ibico,Ibico Laser Imprintable Binding System Covers,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.2,27.248,2,83.84,0.325,1,56.592,28.296,13.624,16.768,104.8
US-2020-104808,2019-02-04,2019-02-08,Mark Haberlin,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Office Supplies,Binders,West,92025,Escondido,California,United States,0.2,6.0368,2,17.248,0.35,1,11.211200000000002,5.605600000000001,3.0184,3.4496,21.56
US-2020-107181,2019-02-04,2019-02-08,Deborah Brumfield,GBC,GBC Recycled Grain Textured Covers,Home Office,Office Supplies,Binders,West,92024,San Diego,California,United States,0.2,29.0136,3,82.896,0.35,1,53.882400000000004,17.960800000000003,9.6712,16.5792,103.61999999999999
US-2020-107181,2019-02-04,2019-02-08,Deborah Brumfield,Message Book,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Home Office,Office Supplies,Paper,West,92024,San Diego,California,United States,0.0,16.0928,4,34.24,0.47,1,18.1472,4.5368,4.0232,0.0,34.24
US-2020-108182,2019-02-06,2019-02-10,Delfina Latchford,Avery,"Avery Flip-Chart Easel Binder, Black",Consumer,Office Supplies,Binders,Central,60441,Romeoville,Illinois,United States,0.8,-14.7708,2,8.952,-1.65,0,23.7228,11.8614,-7.3854,7.1616,44.76000000000001
US-2020-131905,2019-02-06,2019-02-09,Neil Ducich,Avery,Avery 480,Corporate,Office Supplies,Labels,South,23320,Chesapeake,Virginia,United States,0.0,7.2,4,15.0,0.48,1,7.8,1.95,1.8,0.0,15.0
US-2020-131905,2019-02-06,2019-02-09,Neil Ducich,AT&T,AT&T CL82213,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0.0,42.0355,5,144.95,0.29,1,102.91449999999999,20.5829,8.4071,0.0,144.95
US-2020-131905,2019-02-06,2019-02-09,Neil Ducich,Other,Aastra 57i VoIP phone,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0.0,42.0186,1,161.61,0.26,1,119.59140000000002,119.59140000000002,42.0186,0.0,161.61
US-2020-107755,2019-02-07,2019-02-12,Cyma Kinney,Maxell,Maxell DVD-RAM Discs,Corporate,Technology,Accessories,East,7036,Linden,New Jersey,United States,0.0,49.6048,7,115.36,0.43,1,65.7552,9.393600000000001,7.086399999999999,0.0,115.36
US-2020-169390,2019-02-07,2019-02-10,Chris Selesnick,Acco,Acco Perma 4000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,East,10024,New York City,New York,United States,0.0,9.744,4,64.96,0.15,1,55.215999999999994,13.803999999999998,2.436,0.0,64.96
US-2020-125759,2019-02-08,2019-02-09,Nathan Mautz,Master Caster,"Master Caster Door Stop, Large Brown",Home Office,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0.0,5.5328,2,14.56,0.38,1,9.0272,4.5136,2.7664,0.0,14.56
US-2020-127614,2019-02-11,2019-02-15,Natalie Fritzler,Hon,Hon 2111 Invitation Series Corner Table,Consumer,Furniture,Tables,South,23320,Chesapeake,Virginia,United States,0.0,75.3732,6,1256.22,0.06,1,1180.8468,196.80780000000001,12.562199999999999,0.0,1256.22
US-2020-127614,2019-02-11,2019-02-15,Natalie Fritzler,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,Consumer,Office Supplies,Binders,South,23320,Chesapeake,Virginia,United States,0.0,8.2062,2,17.46,0.47,1,9.2538,4.6269,4.1031,0.0,17.46
US-2020-127614,2019-02-11,2019-02-15,Natalie Fritzler,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,South,23320,Chesapeake,Virginia,United States,0.0,103.158,3,234.45,0.44,1,131.29199999999997,43.76399999999999,34.386,0.0,234.45
